2018-06-29 07: 00: 58,48.312
2018-06-29 07: 01: 03,46.698
2018-06-29 07: 01: 08,47.774
2018-06-29 07: 01: 13,47.236
2018-06-29 07: 01: 18,46.16
2018-06-29 07: 01: 23,46.698
2018-06-29 07: 01: 28,46.16
2018-06-29 07: 01: 33,46.16
2018-06-29 07: 01: 38,46.16
2018-06-29 07: 01: 43,47.236
2018-06-29 07: 02: 44,48.312
2018-06-29 07: 02: 45,47.774
2018-06-29 07: 02: 46,47.236
2018-06-29 07: 02: 47,47.236
2018-06-29 07: 02: 48,46.16
2018-06-29 07: 02: 49,47.236
2018-06-29 07: 02: 50,47.236
2018-06-29 07: 02: 51,47.236
2018-06-29 07: 02: 52,46.698
2018-06-29 07: 02: 53,47.236
2018-06-29 07: 02: 54,47.236
2018-06-29 07: 02: 55,47.236
2018-06-29 07: 02: 56,47.236
2018-06-29 07: 02: 57,47.236
2018-06-29 07: 02: 58,46.698
2018-06-29 07: 02: 59,46.698
2018-06-29 07: 03: 00,46.16
2018-06-29 07: 03: 01,46.16
2018-06-29 07: 03: 02,46.16
2018-06-29 07: 03: 03,46.16
2018-06-29 07: 03: 04,47.236
2018-06-29 07: 03: 05,46.16
2018-06-29 07: 03: 06,47.236
2018-06-29 07: 03: 07,47.236
2018-06-29 07: 03: 08,47.236
2018-06-29 07: 03: 09,47.236
2018-06-29 07: 03: 10,46.16
2018-06-29 07: 03: 11,47.236
2018-06-29 07: 03: 12,46.698
2018-06-29 07: 03: 13,46.16
2018-06-29 07: 03: 14,46.698
2018-06-29 07: 03: 15,46.16
2018-06-29 07: 03: 16,46.16
2018-06-29 07: 03: 17,46.698
2018-06-29 07: 03: 18,47.236
2018-06-29 07: 03: 19,47.236
2018-06-29 07: 03: 20,47.236
2018-06-29 07:03:52,47.774
2018-06-29 07:03:53,47.236
2018-06-29 07:03:54,49.388
2018-06-29 07:03:55,48.312
2018-06-29 07:03:56,49.388
2018-06-29 07:03:57,48.312
2018-06-29 07:03:58,47.774
2018-06-29 07:03:59,47.774
2018-06-29 07:04:00,47.236
2018-06-29 07:04:01,47.236
2018-06-29 07:04:02,47.236
